POLICY_ID,SUBSCRIPTION_LENGTH,REGION_CODE,SEGMENT
POL009735,11.8,C7,C2
POL046001,0.1,C3,A
POL055718,7.4,C8,A
POL028866,2.8,C8,B2
POL030489,0.8,C10,B2
POL049504,11.4,C12,C2
POL038728,10.1,C8,C2
POL021857,11.3,C2,C2
POL012764,10.7,C5,C2
POL027012,10.7,C13,C2
POL010528,10.3,C14,Utility
POL011575,11.1,C5,B2
POL018415,2.4,C8,C2
POL042249,12.4,C19,B2
POL009827,12,C11,C2
POL028038,11.3,C8,B2
POL027611,6.6,C7,B2
POL055169,5.1,C2,B2
POL031643,11,C5,C2
POL001391,11.1,C5,A
POL006090,9.5,C14,C1
POL009483,6.1,C2,C1
POL041458,3.2,C14,B1
POL045194,7.4,C13,C2
POL003507,4.1,C13,B2
POL014468,4.7,C2,B2
POL024237,11,C8,C2
POL020093,10.5,C8,C2
POL037926,10.7,C7,C2
POL048619,0.8,C8,A
POL053887,11,C8,C2
POL039343,11.2,C8,C2
POL003287,8.5,C5,C1
POL026295,4.7,C2,C1
POL026018,10.2,C2,B2
POL050227,11.2,C8,B2
POL040671,5.5,C8,C2
POL044000,1.4,C19,C1
POL013218,11.8,C19,B2
POL023748,8.2,C8,B2
POL040194,3.9,C5,B2
POL029181,5.5,C2,B2
POL054688,0.9,C1,B2
POL011385,0.4,C11,C2
POL044333,10.3,C13,B2
POL028527,1.9,C8,B2
POL001945,12.2,C3,C1
POL051097,0.9,C10,B2
POL016867,9.6,C1,A
POL038917,5.1,C13,A
POL011246,2.7,C8,B2
POL018986,11.3,C14,B2
POL033781,2.3,C12,C2
POL012761,9.8,C1,B2
POL022447,10.3,C2,B2
POL051583,1.3,C10,C1
POL017807,11.2,C12,B2
POL034252,5.5,C1,A
POL044546,9,C5,A
POL058305,9.1,C8,B2
POL014737,7.6,C10,A
POL015281,0.6,C5,A
POL048863,7.8,C3,A
POL039392,11.9,C14,C2
POL052538,5.5,C5,A
POL042322,4.2,C17,A
POL044248,0.9,C6,B2
POL052875,11.5,C2,C2
POL017260,11.7,C5,B1
POL057527,6.4,C8,C1
POL031071,11.2,C8,C2
POL033177,1.8,C12,B1
POL029669,0.9,C15,C2
POL051357,0.9,C5,A
POL030895,8.2,C7,A
POL032936,9.9,C3,C2
POL040569,4.8,C14,A
POL046085,4.9,C19,A
POL037175,10.8,C14,A
POL046430,6.2,C2,A
POL003305,7.6,C3,C2
POL015498,5.4,C8,C2
POL046218,12.1,C8,B2
POL054249,7.4,C1,A
POL019686,6.9,C14,B2
POL014522,7.2,C3,A
POL008843,4.8,C3,A
POL022370,0,C2,Utility
POL049682,6.5,C7,A
POL038267,0.8,C8,B2
POL049990,0.4,C9,C2
POL011674,5.4,C16,A
POL007949,0.9,C8,C2
POL037433,0.7,C3,B1
POL048230,9.9,C5,A
POL010823,8.7,C13,Utility
POL000313,4.8,C8,B2
POL020226,9,C3,A
POL022731,0.4,C15,A
POL043221,8.6,C17,A
POL015617,3.1,C6,C1
POL013691,11,C5,C1
POL045476,9.3,C8,C2
POL000021,3,C11,C2
POL036150,0.9,C5,C2
POL047483,0.8,C13,B2
POL006778,9,C8,C2
POL023118,7.1,C1,Utility
POL022925,5.4,C8,C2
POL049426,0.1,C10,A
POL029859,0.7,C10,C2
POL038172,0.5,C2,C2
POL033540,3.3,C13,A
POL011053,11.1,C8,B1
POL017223,4.1,C10,A
POL021999,0.8,C10,B2
POL044198,2.5,C7,A
POL045836,7.1,C8,B2
POL017074,11.4,C8,B2
POL052124,1.9,C10,A
POL033850,10.9,C8,B2
POL029501,11.8,C3,C2
POL015243,2.2,C3,C1
POL022729,7.7,C9,B2
POL003224,4.4,C9,C2
POL017476,0.4,C3,A
POL020932,0.8,C3,B1
POL038096,3.4,C10,C1
POL036375,4,C11,B2
POL006771,3.9,C3,Utility
POL035606,0.8,C4,B1
POL008174,3.1,C1,A
POL031421,0.9,C15,B2
POL046271,7.2,C3,B2
POL042549,12.1,C2,C2
POL013611,3.5,C3,A
POL036667,10.6,C8,C2
POL019800,9.6,C13,A
POL016362,11.5,C12,B2
POL033783,1.4,C9,B2
POL024765,5.2,C12,B2
POL014438,0.8,C1,A
POL023647,3.1,C10,C1
POL025031,0.9,C9,C2
POL041145,3.8,C13,C2
POL025826,11.2,C2,B2
POL050675,1.8,C1,A
POL054297,0.1,C8,C2
POL014812,1.8,C9,A
POL058194,7.5,C5,A
POL034976,1.2,C9,A
POL034041,0.8,C8,C1
POL001300,10,C3,C2
POL021772,1.2,C8,A
POL057165,2.2,C3,A
POL055715,6,C8,B2
POL045662,0.7,C12,B1
POL028251,0.9,C5,B1
POL005256,10.8,C8,B2
POL009261,11.2,C11,B2
POL018246,1.1,C3,C1
POL021740,4.1,C8,B1
POL051529,7.5,C4,A
POL039977,1.3,C5,A
POL056030,2.5,C5,C2
POL057843,5.2,C9,A
POL000374,12.1,C14,C1
POL032872,2.6,C7,A
POL015743,7.3,C3,A
POL042075,6.4,C1,A
POL013529,6.7,C14,B2
POL034444,0.1,C1,C2
POL015143,11.6,C9,A
POL019910,6.9,C8,A
POL016164,0.9,C13,B2
POL001550,2.2,C8,B2
POL040199,8.6,C8,B2
POL043996,2.7,C2,B2
POL018215,2.5,C13,A
POL054323,0.1,C14,B2
POL002475,0.8,C5,B2
POL056398,11,C13,B2
POL002110,0.7,C8,A
POL045398,10.2,C2,B2
POL003640,10.3,C11,B1
POL006828,8.5,C8,C2
POL000247,2.6,C13,B2
POL013761,1.6,C3,A
POL016381,12.4,C8,C1
POL000712,4.2,C14,B1
POL054742,5.6,C5,B2
POL039765,3.7,C10,A
POL057334,5,C5,B1
POL003038,11.9,C16,C2
POL055439,4.7,C2,A
POL018438,10.2,C8,C2
POL049574,5.7,C13,A
POL013401,2.6,C1,A
POL048036,10.3,C2,B2
POL055621,0.8,C3,A
POL046134,6.7,C8,C2
POL035002,0.9,C10,A
POL032280,7.6,C21,C2
POL032384,7.7,C14,B2
POL017848,11,C3,A
POL016313,1.8,C5,A
POL019447,10.1,C13,A
POL007764,2.2,C13,C2
POL051652,0.3,C2,B2
POL050479,1.8,C22,B2
POL051355,5,C11,C1
POL044145,10.4,C11,A
POL006064,11.1,C21,B2
POL037645,0.8,C8,B2
POL055476,12.4,C14,C1
POL007599,10.9,C13,B2
POL022666,2.7,C8,B2
POL029091,10.2,C11,A
POL008373,1.6,C3,A
POL043887,7.2,C3,A
POL019470,0,C3,A
POL028734,1.8,C18,A
POL026798,0.7,C7,A
POL050844,11.5,C8,C1
POL009413,10.7,C8,B2
POL051845,5.4,C8,C2
POL043063,6,C11,C1
POL024614,8.3,C5,A
POL040673,9,C7,C2
POL042529,11.6,C6,C2
POL008443,9.9,C8,C2
POL003622,4.8,C10,A
POL047696,11.6,C8,A
POL010526,5.4,C5,B2
POL020102,5.6,C3,C2
POL055236,0.3,C12,A
POL017941,4.6,C5,B2
POL012161,0.5,C8,B1
POL031353,4.1,C2,C1
POL029822,11.8,C8,B1
POL013790,9.1,C3,A
POL022292,7,C5,B2
POL029829,12.2,C2,B2
POL009130,4.3,C5,A
POL045086,5.9,C8,B2
POL001495,3,C3,C1
POL037975,5.3,C14,A
POL022594,4.1,C5,B1
POL001177,12,C6,B2
POL016617,9.9,C2,B1
POL055770,8.8,C1,A
POL046113,10.7,C14,B1
POL055642,8,C5,C2
POL013669,11.7,C8,B2
POL049175,2.9,C17,A
POL047624,1.9,C7,C2
POL017569,0.1,C5,A
POL003251,10.1,C19,C1
POL009711,1.3,C1,A
POL022777,4.7,C1,A
POL018470,10,C8,B1
POL003331,5.6,C2,B2
POL047557,12.2,C5,A
POL035593,0.9,C1,C2
POL022409,1.5,C10,A
POL042671,6.6,C3,C2
POL000399,11.2,C8,B2
POL045078,12.1,C13,B1
POL014565,2.4,C7,C2
POL053727,4.3,C7,A
POL023635,6,C2,A
POL000252,10.8,C8,C2
POL042655,11.8,C2,A
POL008270,0.9,C1,C1
POL024384,3.4,C3,A
POL010958,3.3,C13,B2
POL014342,1,C8,B1
POL018706,5.4,C13,C2
POL006859,4.6,C5,A
POL039352,3.6,C13,A
POL049687,11.5,C8,B2
POL025067,2.1,C9,C2
POL014164,3.6,C2,C2
POL000117,10,C17,A
POL042278,3,C2,C2
POL051867,5.9,C5,B1
POL011851,2.4,C13,A
POL038791,10.4,C13,C2
POL046576,0.8,C5,C2
POL030179,0.8,C14,C1
POL047198,4.7,C9,A
POL027924,9.6,C2,A
POL046138,0.8,C1,A
POL016373,0,C5,A
POL028928,8.6,C13,B1
POL039061,2.2,C8,C2
POL015223,2.5,C8,C2
POL007674,11.2,C21,B2
POL030451,10.4,C14,B1
POL025018,5.3,C15,B2
POL009875,2.7,C5,B2
POL052232,2.2,C14,C2
POL035771,4.4,C1,B2
POL005452,5.2,C5,C2
POL039559,12.3,C12,C2
POL007812,5.5,C7,A
POL042197,0.7,C2,B2
POL039993,9.1,C2,B2
POL055021,11.1,C14,C2
POL040647,7.2,C5,A
POL008225,9,C3,A
POL050993,4.1,C3,A
POL037461,4.7,C10,A
POL058141,11.1,C7,A
POL033114,2.9,C2,C2
POL038355,2.2,C13,A
POL010924,9.2,C15,C2
POL036739,0.8,C1,B1
POL012494,8.1,C19,A
POL025827,10.2,C7,C2
POL054394,2.9,C1,C2
POL008756,10.7,C10,C2
POL049228,5.4,C5,B2
POL022622,9.5,C5,C2
POL005686,2.6,C8,C2
POL037527,3.7,C1,A
POL023053,10.1,C5,C2
POL055217,10.8,C8,C2
POL058032,10.7,C7,C2
POL021470,6.5,C9,B2
POL020174,1.1,C8,B2
POL000029,5.4,C2,B2
POL006436,6.4,C3,A
POL012137,10.1,C14,B2
POL005114,11.5,C14,C2
POL039129,3.7,C13,B2
POL052035,11.3,C8,B2
POL013494,2.5,C10,C2
POL027414,1.3,C2,A
POL038371,2.4,C13,B1
POL002611,5.9,C5,A
POL046851,4.2,C10,C2
POL047230,5.1,C5,C2
POL005646,11.3,C8,B2
POL005591,10,C8,B2
POL042474,0.6,C5,B2
POL019341,3.1,C2,A
POL044081,5.6,C2,A
POL056926,4.9,C2,B2
POL017426,0.1,C1,B2
POL033965,10.9,C13,C2
POL053898,6.1,C13,C2
POL000063,12,C9,C2
POL039520,0.3,C15,C2
POL029186,7.3,C10,B2
POL000421,12.2,C14,C2
POL044709,2.3,C2,A
POL011994,2.8,C8,B2
POL001263,2.5,C16,Utility
POL029787,0.4,C16,A
POL032257,0.8,C2,B2
POL041647,0.9,C5,C2
POL047004,10.9,C8,B2
POL037423,1.3,C13,A
POL036727,11.6,C3,B2
POL039465,12.2,C7,A
POL049254,11.7,C2,C2
POL051273,10.8,C8,B2
POL040207,0.2,C1,A
POL015687,12.1,C8,Utility
POL012071,5,C8,B2
POL048363,11.2,C13,B2
POL012248,4.4,C19,A
POL050572,10.8,C8,B2
POL047204,0.9,C5,C1
POL008990,0.9,C5,B1
POL041784,10.5,C13,B2
POL022685,5.9,C5,B2
POL027320,0.3,C10,A
POL013196,8.4,C3,A
POL029970,11.4,C12,B2
POL006274,5,C5,A
POL006737,9.7,C9,A
POL043492,4.7,C14,A
POL021928,0.8,C8,B2
POL056509,5.4,C10,Utility
POL050444,3.1,C8,B2
POL024896,3,C2,B2
POL047548,11.3,C1,B2
POL009326,4,C7,A
POL005554,0.6,C2,B1
POL017824,4.3,C8,B1
POL056193,3.8,C13,C2
POL012684,10.3,C11,B1
POL056812,5.9,C10,C2
POL050494,5.9,C16,C1
POL045116,6.6,C8,C2
POL034253,4.2,C2,A
POL056608,11.8,C12,B2
POL009409,0.8,C7,A
POL012284,0.4,C14,B2
POL000091,0.8,C5,C2
POL043952,11.1,C10,A
POL016175,10.3,C2,A
POL043683,6.5,C3,A
POL037234,8.8,C5,C1
POL016458,5,C20,C2
POL032813,0.9,C19,A
POL042269,8.3,C8,C1
POL012610,2,C11,A
POL042828,11.8,C2,B2
POL054793,7.5,C7,B2
POL045586,11.8,C2,B2
POL014178,10.9,C4,B1
POL009393,7.8,C5,B2
POL004827,11,C12,C1
POL025779,8.2,C10,A
POL014731,11.7,C8,B1
POL034596,0.4,C9,A
POL002168,10.8,C14,C2
POL002280,7,C2,B1
POL002786,9.6,C5,B2
POL050039,5.4,C8,B2
POL044722,2.4,C1,A
POL000544,5,C5,B2
POL012382,10.4,C2,B2
POL017282,3.2,C8,C2
POL049897,11.6,C10,B2
POL034001,8.4,C14,C2
POL048783,3.2,C2,B1
POL014725,11.7,C2,B2
POL056749,11.7,C8,B2
POL014433,0.8,C10,B2
POL040250,6.5,C8,C2
POL022149,5.8,C10,B2
POL011649,0.9,C13,B2
POL029785,10.9,C7,B2
POL050251,9,C8,B2
POL053629,8.6,C7,B2
POL014204,0.5,C8,B2
POL017964,10.2,C5,B2
POL020562,5.4,C3,A
POL038586,11.7,C8,B2
POL015396,4.9,C8,C2
POL029907,10.7,C8,B2
POL010651,5.1,C8,B2
POL038602,3.1,C8,B2
POL045845,11.6,C13,B2
POL024532,2.6,C5,A
POL048546,3.1,C13,A
POL004904,1,C8,C2
POL030209,10.3,C14,B1
POL025515,3.6,C14,B2
POL001832,2.9,C3,B2
POL026506,2,C2,A
POL032398,7,C8,B2
POL038994,9.8,C10,B1
POL010091,6.1,C5,A
POL050278,1.4,C2,C2
POL015237,0.4,C1,A
POL028015,7.1,C3,C2
POL011922,11.5,C8,C1
POL040320,0.9,C3,B1
POL035656,1,C1,B2
POL000346,9.6,C2,A
POL026032,2.9,C2,Utility
POL018469,8,C15,A
POL009621,3.2,C5,C2
POL018775,4.9,C2,A
POL047498,11.6,C1,A
POL055528,5.4,C7,A
POL007328,0.9,C8,B2
POL027589,7.4,C14,C2
POL029359,12,C8,B2
POL034084,2.5,C11,B2
POL050115,12.2,C2,C1
POL058256,4.7,C3,C2
POL026707,11.1,C14,C1
POL003576,11.6,C8,C2
POL052701,5.1,C13,A
POL002031,7.5,C5,A
POL047917,0.1,C3,A
POL043889,10.3,C8,C2
POL055640,10.1,C5,C2
POL006861,8.4,C10,A
POL003029,11.1,C8,B1
POL016295,11.3,C10,C2
POL043279,3.3,C10,A
POL041583,11.3,C12,C2
POL043598,5.1,C4,A
POL056025,0.9,C5,Utility
POL001731,1.7,C8,B2
POL034566,10.7,C10,C2
POL005819,5.2,C9,B2
POL008315,11.7,C5,A
POL033712,2.9,C2,C1
POL006586,9,C10,A
POL036329,10.9,C8,B2
POL048402,11.6,C8,B1
POL018071,1.8,C2,A
POL039242,5.8,C7,A
POL024087,0.5,C6,B2
POL006690,0.6,C1,C1
POL041092,1,C3,B2
POL051518,3,C8,C2
POL055776,0.9,C5,B2
POL025726,1.7,C8,C1
POL018192,8.8,C2,B2
POL047036,10.6,C19,C2
POL013564,10.5,C8,B2
POL044716,2.3,C19,A
POL006908,0.9,C21,C2
POL032709,11.2,C8,B2
POL053886,0.3,C3,A
POL037917,0.1,C2,C2
POL021589,10.5,C13,A
POL054713,11.4,C5,B2
POL047520,11.2,C5,B2
POL016875,10.8,C11,B2
POL016414,7.8,C10,A
POL016774,9.8,C5,C2
POL018273,8.9,C13,B2
POL032669,4.3,C5,B2
POL007406,6.7,C11,A
POL028254,0.9,C10,B2
POL029160,2.7,C11,C2
POL034393,11.3,C2,C2
POL019544,0.9,C3,B2
POL055827,5.8,C11,B2
POL042751,10.6,C13,A
POL026634,3.9,C17,C2
POL032538,2.1,C8,B2
POL057166,8.6,C11,C1
POL055983,8.3,C1,A
POL014488,6.1,C3,C1
POL012801,1.8,C10,B2
POL030145,0.4,C3,A
POL018519,10.7,C8,B1
POL056995,5.9,C12,B2
POL050218,0.9,C17,C1
POL045101,10.4,C5,C2
POL053281,10.1,C2,B2
POL023475,7.1,C8,B2
POL012183,4.8,C8,C2
POL010607,4.6,C5,B2
POL015749,6.2,C10,A
POL017749,6.3,C14,A
POL050317,10.8,C12,B2
POL016821,11.9,C2,C2
POL034937,11.6,C5,B2
POL046526,1.2,C3,A
POL051380,2.8,C10,B2
POL032549,1.6,C13,B1
POL057045,10.1,C14,B2
POL033942,6.6,C2,A
POL039422,2.5,C15,C2
POL014137,4.7,C5,B1
POL033992,10.9,C8,C2
POL057228,7.7,C8,B2
POL017130,1.2,C3,C2
POL028262,1.8,C10,C1
POL000522,1.4,C2,A
POL057794,11.8,C14,B2
POL011342,3.9,C9,A
POL022346,7.2,C8,C2
POL020242,6.1,C1,B2
POL015327,1,C8,B2
POL045027,10.5,C8,B2
POL046673,11.7,C8,B2
POL029338,5.5,C13,A
POL023543,11.9,C11,C2
POL015472,11.6,C14,B1
POL018414,10.8,C14,C2
POL054507,0.2,C17,B2
POL052266,0.3,C10,A
POL036970,3.8,C13,B2
POL008584,0.5,C5,A
POL013345,7.1,C14,B1
POL048136,6.5,C3,A
POL037454,11.5,C9,B1
POL012113,4.9,C8,C2
POL022631,10,C8,A
POL001833,0.1,C3,A
POL052438,5.6,C5,C1
POL047583,3.5,C2,B2
POL019110,10.9,C2,B2
POL042256,10.7,C8,B2
POL056448,10.8,C1,A
POL046164,1,C3,C2
POL057279,1.1,C10,A
POL031318,10.8,C14,C2
POL018532,2.1,C2,C2
POL058586,3.7,C8,C2
POL038866,8.7,C8,C1
POL048838,10.8,C8,C2
POL016888,7.9,C2,C2
POL030936,0.4,C9,B1
POL057810,0.8,C13,C2
POL043719,0.7,C2,A
POL022786,1.4,C6,B1
POL032362,6.9,C3,A
POL029828,4.6,C21,A
POL002635,2.6,C2,C1
POL044430,3.3,C12,B2
POL010688,0.4,C2,B2
POL034188,8.7,C8,B2
POL041832,4.3,C5,A
POL008085,5.1,C2,B2
POL048411,5.8,C8,C2
POL011908,10.4,C14,C2
POL028531,5.7,C5,C2
POL050965,10.4,C8,B2
POL053252,10.3,C5,B2
POL016013,0.9,C9,C2
POL058454,5.2,C1,C2
POL027403,0.9,C10,A
POL050716,0.8,C2,C1
POL047109,7.4,C2,B2
POL030107,4.2,C1,A
POL026351,0.7,C2,A
POL035647,1.1,C2,B2
POL012466,8.2,C2,B2
POL009731,11,C13,B1
POL015824,11.4,C2,A
POL040153,6.2,C13,B1
POL017675,4.8,C8,B2
POL000033,8,C1,A
POL047984,10.6,C8,C2
POL030112,10.6,C5,B2
POL030245,1.2,C1,A
POL001810,6,C3,A
POL037052,11,C6,B2
POL015291,8.7,C2,B1
POL000288,10.3,C8,B1
POL032774,1.1,C10,A
POL019388,4.7,C2,A
POL027830,10,C8,C2
POL054743,0.2,C8,C2
POL050679,0.7,C12,B2
POL049732,2.2,C2,B2
POL052506,10.4,C8,C2
POL052625,4.8,C13,C2
POL003595,11.1,C8,C2
POL002299,11.2,C8,C2
POL006475,2.6,C3,A
POL030009,7.8,C3,A
POL034280,12.1,C5,C2
POL031035,2.1,C2,B2
POL004736,6.4,C13,A
POL007310,0.5,C3,A
POL001924,5.1,C8,C1
POL039886,1,C3,C2
POL058297,3.7,C5,A
POL026452,11,C8,B2
POL000503,10.8,C2,B2
POL001098,1.3,C17,B2
POL010634,12.4,C8,C1
POL040161,9.6,C11,A
POL046589,12.3,C11,B2
POL033757,1.3,C6,B2
POL031982,10.6,C8,B2
POL020748,12.1,C2,C1
POL038843,5.3,C5,B2
POL015034,10.5,C14,C2
POL042651,2.1,C3,A
POL036916,11.1,C21,B2
POL049956,10.2,C2,B2
POL023997,4,C8,B1
POL011850,7.4,C5,B2
POL027709,1,C5,A
POL054717,0.8,C7,B2
POL033482,3.5,C8,B2
POL028148,1.5,C19,B2
POL058146,5.2,C8,C2
POL021026,10.1,C8,B2
POL034572,8.8,C17,A
POL028558,12.3,C14,B2
POL018487,5.1,C8,B2
POL031161,7.6,C1,C2
POL049915,0.8,C10,B2
POL033805,6.7,C10,B2
POL034598,11.9,C8,B2
POL044354,8.6,C9,A
POL056605,11,C8,B2
POL043689,9.4,C5,A
POL051950,11.8,C8,B2
POL009917,2.8,C8,B1
POL057796,8,C2,A
POL031321,11.5,C7,B2
POL011660,0.5,C1,A
POL048027,4.2,C10,A
POL015148,6.2,C8,B2
POL011511,2.2,C15,A
POL011751,0.9,C10,B1
POL041692,6.3,C5,A
POL040819,3.3,C10,A
POL036298,0.9,C13,C2
POL000417,0.4,C15,A
POL053216,3.4,C8,B2
POL029730,0.6,C8,B2
POL028355,11.9,C8,A
POL031324,1,C12,C1
POL009657,0.9,C7,B1
POL023658,5.7,C5,C2
POL009707,3.7,C5,B2
POL013006,12.3,C9,B2
POL053298,0.8,C3,C2
POL016010,11.5,C19,C2
POL024077,6.4,C8,B2
POL025099,2,C3,A
POL012876,3.1,C5,A
POL010577,5.3,C5,A
POL030380,1.8,C5,A
POL017030,5.4,C8,C2
POL057685,9.6,C10,A
POL021466,3.6,C14,B2
POL027323,2.2,C5,A
POL019946,12.5,C5,B2
POL051612,0.9,C15,C2
POL056655,0.9,C13,A
POL015216,0.9,C2,Utility
POL028055,4.9,C5,A
POL013666,4.2,C3,A
POL016791,12.2,C14,A
POL006529,11.1,C8,B2
POL055383,1.2,C10,C2
POL049158,3.2,C13,B2
POL052446,2.1,C13,C2
POL004228,10.1,C19,C2
POL048701,6.4,C3,A
POL003344,12,C2,C2
POL044038,12,C14,C2
POL024828,2.5,C14,B1
POL053332,10.2,C8,B2
POL034071,11,C5,B2
POL008256,0.9,C1,C2
POL008431,3.3,C13,C2
POL005271,10.3,C8,C2
POL031932,0.9,C5,C2
POL019181,0.9,C5,B1
POL024355,0.7,C3,C1
POL056308,10.3,C12,B1
POL007422,3.5,C10,B1
POL038799,6.6,C8,C1
POL041918,0.8,C10,B2
POL019915,11.9,C2,C2
POL043497,5.5,C2,B2
POL056990,9.2,C8,C2
POL024772,5.8,C5,A
POL012054,11.5,C13,B2
POL023943,0.6,C10,B2
POL038703,2.6,C2,A
POL014177,1.5,C2,B2
POL026983,2.7,C8,A
POL037473,10.4,C13,B2
POL027213,4.7,C10,A
POL043178,0.1,C3,A
POL039459,4.9,C14,B2
POL005238,12.2,C8,B2
POL029074,11.2,C8,C2
POL041612,2.8,C5,C2
POL007699,0.7,C5,A
POL048476,2.6,C8,B2
POL033807,0,C2,A
POL048388,6.6,C8,C1
POL045186,12.4,C5,C2
POL019586,0.7,C3,A
POL027423,1.5,C2,A
POL010167,4.6,C8,B2
POL034926,5.6,C14,C2
POL030912,0.9,C8,B2
POL011899,11.5,C8,C2
POL050093,10.5,C12,C2
POL048897,3.6,C8,C2
POL015156,10.3,C8,B2
POL007515,10.8,C3,Utility
POL026788,11.8,C2,C1
POL030635,8.3,C9,A
POL033939,5.7,C9,Utility
POL032034,3.2,C8,C2
POL051005,10,C8,Utility
POL032672,4.8,C8,B2
POL011045,8.7,C5,A
POL010186,8.8,C13,B1
POL040166,7.8,C5,A
POL037278,10.5,C8,C2
POL031135,3.9,C13,A
POL038253,6.6,C5,A
POL005999,1,C9,B2
POL002166,0.4,C2,B2
POL046665,10.2,C5,A
POL043311,5.7,C22,B2
POL031952,0.1,C10,A
POL000191,7,C5,A
POL001899,5.1,C10,B2
POL019338,1.9,C2,B2
POL031284,10.5,C13,B2
POL008497,10,C2,B2
POL014202,11.4,C13,B2
POL027574,0.1,C8,C2
POL028695,1.6,C14,B2
POL011780,4.1,C9,C1
POL044908,1.1,C15,Utility
POL050462,10.9,C11,B1
POL028220,2.6,C8,C2
POL008565,10.1,C5,C2
POL023977,5.2,C9,A
POL045327,1.5,C13,A
POL007979,6,C1,A
POL049233,11.1,C14,B2
POL042032,9.5,C7,B2
POL056450,12.3,C8,B2
POL043114,10.7,C2,B1
POL018189,12.2,C14,B2
POL033752,5.5,C5,C1
POL029732,1.6,C8,B2
POL010866,0.9,C8,C2
POL051981,11.7,C8,B2
POL047509,5.5,C22,A
POL003674,0.3,C3,B2
POL027951,5.3,C5,B2
POL050755,1.6,C2,B2
POL007913,0.3,C5,A
POL031964,7.9,C17,B2
POL041407,0.8,C5,C2
POL026347,10.9,C8,C2
POL055166,3.8,C7,A
POL034396,1.6,C6,C2
POL044894,3.5,C7,B1
POL023410,1.7,C2,B2
POL003636,12.4,C13,B2
POL018471,9.9,C5,C2
POL001269,5.3,C3,A
POL009165,11,C8,C2
POL020733,12.4,C14,C2
POL039697,3.4,C2,C2
POL032836,0.7,C7,C2
POL031611,0.1,C5,A
POL046262,0.6,C13,A
POL007146,11.6,C8,C2
POL001410,8.2,C5,A
POL017082,1,C9,C2
POL051516,8,C14,A
POL043401,8.5,C9,C2
POL056906,3.9,C2,A
POL020205,1.9,C1,B1
POL011948,11.6,C13,B2
POL049932,5.6,C8,C1
POL041704,11.6,C8,B2
POL013422,4,C10,A
POL055043,1.7,C9,B2
POL029816,4.6,C2,B2
POL057701,1.2,C7,A
POL040210,11.2,C8,B2
POL031254,0.9,C10,B2
POL017303,10.4,C12,A
POL018703,8.1,C5,A
POL028696,10.9,C8,B1
POL024322,10.4,C2,C2
POL033545,0.3,C5,A
POL033306,10.1,C8,C2
POL021818,12.1,C10,A
POL021921,2.9,C12,A
POL046226,0.1,C5,A
POL049738,10.8,C22,B2
POL037481,0.8,C9,C2
POL037626,1.1,C14,Utility
POL048755,2.6,C8,C2
POL044465,10.6,C8,B2
POL031344,8.3,C13,B1
POL015656,3,C2,A
POL036377,3.9,C8,Utility
POL037521,10.2,C9,C2
POL027037,3.5,C10,A
POL044261,8.7,C16,A
POL009700,5.1,C10,B2
POL011092,2.6,C8,C2
POL026868,0.2,C9,B2
POL050295,12,C13,A
POL005055,4.2,C15,C2
POL047663,2.8,C11,B1
POL033166,1.7,C2,A
POL002835,2.1,C9,C2
POL040752,5.5,C17,A
POL050350,12.4,C5,C2
POL002458,5.7,C5,A
POL005520,4.4,C14,B2
POL007661,3.9,C3,A
POL040140,12,C13,B2
POL002220,0.9,C10,C2
POL003815,8.2,C8,C2
POL021286,5.7,C7,A
POL043387,8.5,C19,Utility
POL012015,10.1,C10,A
POL044216,1,C2,B2
POL003850,1.2,C13,C1
POL010070,1.8,C8,B2
POL046401,10.2,C2,A
POL035370,5,C3,A
POL044979,4.5,C2,A
POL010922,7.7,C1,C1
POL053601,0.2,C2,B2
POL013722,4.7,C2,A
POL028453,5.4,C2,B2
POL036938,0.8,C2,B2
POL058005,0.5,C10,B2
POL034575,0.8,C3,A
POL033636,8.8,C13,C2
POL001429,5.1,C3,A
POL050445,8,C2,B2
POL040275,11.2,C5,B1
POL038599,4.7,C14,B2
POL041281,0.5,C2,C2
POL051768,6.7,C16,A
POL006889,0.8,C8,Utility
POL030714,0.8,C11,A
POL028621,3.2,C8,C2
POL003024,10.3,C8,C2
POL002988,12.5,C8,B2
POL047942,11.4,C5,A
POL029664,3.9,C1,A
POL007187,4.1,C6,A
POL000361,0.3,C8,B2
POL005723,4.1,C4,B1
POL051536,2.2,C8,B2
POL051557,0.7,C3,B2
POL044309,2.4,C18,A
POL049488,1.7,C13,B1
POL047094,10.7,C9,C2
POL044321,3.7,C13,B2
POL052250,2.7,C2,C2
POL024719,5,C4,C2
POL031534,8.8,C10,A
POL056296,5.5,C16,A
POL018104,5,C7,A
POL025906,1.4,C2,Utility
POL021692,10.5,C8,B2
POL036782,2.6,C21,B1
POL005067,5.5,C19,C2
POL047034,7.6,C11,B2
POL010369,1,C10,A
POL029244,12.1,C8,B2
POL021315,6.1,C19,B2
POL027679,1.9,C8,B1
POL046378,0.9,C5,A
POL011616,8.1,C5,A
POL006360,2.2,C3,A
POL015865,0.7,C8,C1
POL014274,10.6,C8,C2
POL055182,1,C7,C2
POL045691,11.3,C8,B2
POL008404,10.6,C2,C2
POL041200,4,C5,A
POL054700,1.9,C8,C2
POL055936,2.9,C3,A
POL012686,0,C11,B2
POL020911,3.5,C2,C1
POL054803,10.5,C5,B2
POL035079,10,C5,C2
POL058152,0.1,C3,A
POL036119,11.6,C8,B2
